category,neighborhood,primary_type,classification,year,beat,community_area,domestic,iucr,longitude,location_description,case_number,crime_date,latitude,community_number,ward,fbi_code,id,block,description
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1622,/api/1.0-beta1/communityarea/10/,True,0486,-87.778606759,APARTMENT,HS380721,2010-06-26T22:10:00,41.9864453159,10,45,08B,7577029,060XX W ARDMORE AVE,DOMESTIC BATTERY SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7843553425,RESIDENCE,HS379020,2010-06-25T22:45:00,41.99505955,10,45,08B,7575737,062XX W RAVEN ST,DOMESTIC BATTERY SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.790100893,SIDEWALK,HS379055,2010-06-25T21:45:00,41.9938300405,10,41,08B,7576252,065XX W RAVEN ST,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.7914216081,SIDEWALK,HS379192,2010-06-25T21:40:00,41.9938198176,10,41,08B,7575557,065XX W RAVEN ST,SIMPLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1152,-87.8071674718,BANK,HS383237,2010-06-25T21:15:00,41.9766841723,10,41,11,7579243,053XX N HARLEM AVE,ILLEGAL USE CASH CARD
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/149/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1345,-87.8145545513,PARK PROPERTY,HS379696,2010-06-25T21:00:00,41.9786579458,10,41,14,7575922,054XX N OLCOTT AVE,TO CITY OF CHICAGO PROPERTY
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/146/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1330,-87.8129916366,HOSPITAL BUILDING/GROUNDS,HS378965,2010-06-25T20:35:00,41.9885794028,10,41,26,7575406,074XX W TALCOTT AVE,TO LAND
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/69/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0554,-87.8090021844,STREET,HS378962,2010-06-25T20:20:00,41.9789784907,10,41,08A,7575438,072XX W CATALPA AVE,AGG PO HANDS NO/MIN INJURY
P,None,THEFT,/api/1.0-beta1/crimeclassification/84/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0840,-87.8129916366,HOSPITAL BUILDING/GROUNDS,HS423456,2010-06-25T08:00:00,41.9885794028,10,41,06,7623173,074XX W TALCOTT AVE,FINANCIAL ID THEFT: OVER $300
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0560,-87.7800721146,STREET,HS377406,2010-06-24T23:30:00,41.9909528756,10,45,08A,7576865,060XX N ELSTON AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.8027967684,RESIDENCE,HS377092,2010-06-24T20:11:00,42.0003629791,10,41,08B,7573315,065XX N NORDICA AVE,DOMESTIC BATTERY SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.7895343601,APARTMENT,HS377221,2010-06-24T19:00:00,41.9938328465,10,41,08B,7575178,064XX W RAVEN ST,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0890,-87.8093677251,APARTMENT,HS376913,2010-06-24T17:05:00,41.9900173461,10,41,06,7584434,072XX W PETERSON AVE,FROM BUILDING
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0560,-87.8037516013,RESIDENTIAL YARD (FRONT/BACK),HS375653,2010-06-23T22:20:00,41.9970194684,10,41,08A,7571572,070XX W IMLAY ST,SIMPLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2820,-87.7953068421,RESIDENCE,HS378972,2010-06-23T12:00:00,41.9749634657,10,41,26,7576251,051XX N RUTHERFORD AVE,TELEPHONE THREAT
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1612,/api/1.0-beta1/communityarea/10/,True,0486,-87.7915171624,PARK PROPERTY,HS373737,2010-06-22T19:35:00,41.982986164,10,41,08B,7569445,065XX W BRYN MAWR AVE,DOMESTIC BATTERY SIMPLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0560,-87.8202385633,SIDEWALK,HS372892,2010-06-22T11:30:00,41.9939988883,10,41,08A,7571872,077XX W CLARENCE AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7943184029,RESIDENCE,HS373851,2010-06-22T00:01:00,42.0001560854,10,41,08B,7573823,066XX W HAYES AVE,DOMESTIC BATTERY SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.8145545513,PARK PROPERTY,HS370724,2010-06-21T03:30:00,41.9786579458,10,41,05,7567191,054XX N OLCOTT AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.8004100308,STREET,HS372889,2010-06-21T00:01:00,41.9905496488,10,41,06,7568682,060XX N NINA AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7859481181,SIDEWALK,HS369644,2010-06-20T08:40:00,41.9955007392,10,45,06,7565353,063XX N MILWAUKEE AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1622,/api/1.0-beta1/communityarea/10/,True,0486,-87.783004642,APARTMENT,HS369218,2010-06-20T05:30:00,41.9844549833,10,45,08B,7564591,056XX N MELVINA AVE,DOMESTIC BATTERY SIMPLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1611,/api/1.0-beta1/communityarea/10/,False,2825,-87.8028445375,STREET,HS369257,2010-06-19T19:00:00,41.9977123063,10,41,26,7564516,064XX N NORDICA AVE,HARASSMENT BY TELEPHONE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8056668241,BAR OR TAVERN,HS367495,2010-06-19T03:07:00,41.9807140118,10,41,06,7563211,071XX W HIGGINS AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.7965183078,RESIDENTIAL YARD (FRONT/BACK),HS367728,2010-06-18T22:30:00,41.9721508352,10,41,06,7563453,050XX N OAK PARK AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2820,-87.812399746,RESIDENCE,HS367283,2010-06-18T22:00:00,41.9813210446,10,41,26,7563156,074XX W GREGORY ST,TELEPHONE THREAT
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7844995751,STREET,HS367698,2010-06-18T22:00:00,41.9902606367,10,45,14,7563422,062XX W PETERSON AVE,TO VEHICLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1611,/api/1.0-beta1/communityarea/10/,False,2825,-87.8053392584,RESIDENCE,HS367280,2010-06-18T21:54:00,41.998547067,10,41,26,7563062,071XX W SCHREIBER AVE,HARASSMENT BY TELEPHONE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.7925443067,STREET,HS367013,2010-06-18T18:46:00,41.9972114517,10,41,08B,7562958,066XX W DEVON AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.8207167409,RESIDENCE,HS368377,2010-06-18T12:00:00,41.9852936731,10,41,14,7563943,077XX W VICTORIA ST,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.7905389867,STREET,HS367814,2010-06-18T11:59:00,41.9855638379,10,41,06,7563524,057XX N NORTHCOTT AVE,$300 AND UNDER
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.7998191832,RESIDENCE-GARAGE,HS365549,2010-06-18T00:10:00,41.9815733629,10,41,05,7561533,055XX N NEWLAND AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7877376348,GROCERY FOOD STORE,HS391136,2010-06-17T22:00:00,41.9974603823,10,41,06,7587445,064XX W DEVON AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7860757399,RESIDENCE PORCH/HALLWAY,HS377016,2010-06-17T18:00:00,41.9956330692,10,45,06,7573256,063XX N MILWAUKEE AVE,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.796753299,OTHER,HS364007,2010-06-16T20:00:00,41.9958481277,10,41,14,7559866,063XX N NEWCASTLE AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/143/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1305,-87.7857453711,RESIDENCE-GARAGE,HS362249,2010-06-16T00:01:00,41.9921161762,10,45,14,7558877,063XX W HYACINTH ST,CRIMINAL DEFACEMENT
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/114/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1110,-87.794915974,RESIDENCE,HT173459,2010-06-16T00:01:00,42.0008421944,10,41,11,7940649,066XX W ALBION AVE,BOGUS CHECK
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2010,1614,/api/1.0-beta1/communityarea/10/,False,1811,-87.8281495112,VEHICLE NON-COMMERCIAL,HS361899,2010-06-15T22:30:00,41.9756176207,10,41,18,7557647,080XX W BERWYN AVE,POSS: CANNABIS 30GMS OR LESS
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/114/,2010,1614,/api/1.0-beta1/communityarea/10/,False,1110,-87.8364348612,COMMERCIAL / BUSINESS OFFICE,HT107417,2010-06-15T09:00:00,41.9799073034,10,41,11,7876745,055XX N CUMBERLAND AVE,BOGUS CHECK
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8061601604,APARTMENT,HS360043,2010-06-14T21:20:00,41.9690588831,10,41,08B,7555763,048XX N NEVA AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7835024922,SIDEWALK,HS359979,2010-06-14T20:00:00,41.9928518775,10,45,06,7555789,061XX N MILWAUKEE AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0486,-87.801947904,RESIDENCE,HS358498,2010-06-14T02:20:00,41.9785728429,10,41,08B,7554143,069XX W BALMORAL AVE,DOMESTIC BATTERY SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.8023510187,RESIDENCE PORCH/HALLWAY,HS360661,2010-06-14T00:30:00,41.9703338517,10,41,14,7559875,049XX N NORDICA AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7938012777,STREET,HS358636,2010-06-13T21:00:00,42.0004006337,10,41,14,7554453,065XX N NORMANDY AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0820,-87.7802613898,STREET,HS360124,2010-06-13T18:00:00,41.9856602254,10,45,06,7555844,057XX N MEADE AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8167289104,PARK PROPERTY,HS358052,2010-06-13T17:45:00,41.979013521,10,41,08B,7553841,054XX N ORIOLE AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0890,-87.8129916366,HOSPITAL BUILDING/GROUNDS,HS357956,2010-06-13T14:00:00,41.9885794028,10,41,06,7556338,074XX W TALCOTT AVE,FROM BUILDING
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8021945237,RESIDENCE-GARAGE,HS360508,2010-06-13T14:00:00,41.9812029329,10,41,06,7556477,055XX N NORDICA AVE,OVER $300
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/135/,2010,1622,/api/1.0-beta1/communityarea/10/,False,1240,-87.7872080936,COMMERCIAL / BUSINESS OFFICE,HS359075,2010-06-13T09:07:00,41.985816972,10,45,11,7554950,057XX N NORTHWEST HWY,UNLAWFUL USE OF A COMPUTER
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0620,-87.8093677251,APARTMENT,HS368353,2010-06-12T16:00:00,41.9900173461,10,41,05,7563912,072XX W PETERSON AVE,UNLAWFUL ENTRY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/120/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1140,-87.806830368,SMALL RETAIL STORE,HS494147,2010-06-11T12:00:00,41.9805519575,10,41,12,7699522,054XX N HARLEM AVE,EMBEZZLEMENT
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.7948465018,RESIDENCE,HS355063,2010-06-11T09:00:00,41.9820248927,10,41,05,7552180,066XX W GREGORY ST,FORCIBLE ENTRY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1152,-87.8024001499,RESIDENCE,HS361269,2010-06-11T00:01:00,41.9949660543,10,41,11,7557251,062XX N NORDICA AVE,ILLEGAL USE CASH CARD
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8036552682,STREET,HS353216,2010-06-10T18:05:00,41.9802409776,10,41,06,7549811,054XX N NOTTINGHAM AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.799844968,RESIDENCE,HS353122,2010-06-10T17:35:00,41.9798062148,10,41,08B,7549700,054XX N NEWLAND AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0890,-87.809198502,NURSING HOME/RETIREMENT HOME,HS373024,2010-06-10T17:00:00,41.9900193177,10,41,06,7568844,072XX W PETERSON AVE,FROM BUILDING
V,None,ASSAULT,/api/1.0-beta1/crimeclassification/72/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0557,-87.7955427136,CTA BUS,HS353027,2010-06-10T16:45:00,41.99020039,10,41,04A,7549717,060XX N NORTHWEST HWY,AGG PRO.EMP:KNIFE/CUTTING INST
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.7886344266,DEPARTMENT STORE,HS352939,2010-06-10T15:00:00,41.976416617,10,41,06,7549596,064XX W HIGGINS AVE,RETAIL THEFT
P,None,THEFT,/api/1.0-beta1/crimeclassification/88/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0850,-87.8005372015,BANK,HS354099,2010-06-10T12:40:00,41.9933849972,10,41,06,7550676,061XX N NORTHWEST HWY,ATTEMPT THEFT
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1152,-87.7960290637,OTHER,HS361685,2010-06-10T12:00:00,41.9883558204,10,41,11,7557522,067XX W THORNDALE AVE,ILLEGAL USE CASH CARD
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8088136976,PARKING LOT/GARAGE(NON.RESID.),HS352454,2010-06-10T11:30:00,41.974608852,10,41,14,7551029,072XX W FOSTER AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.8066834019,RESIDENTIAL YARD (FRONT/BACK),HS352621,2010-06-10T09:00:00,41.9943683401,10,41,06,7568658,062XX N HARLEM AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.8143375444,"SCHOOL, PRIVATE, GROUNDS",HS352623,2010-06-10T07:30:00,41.9895295008,10,41,06,7550337,075XX W TALCOTT AVE,$300 AND UNDER
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0910,-87.7793679239,STREET,HS352072,2010-06-10T00:00:00,41.9843496773,10,45,07,7548392,056XX N MC VICKER AVE,AUTOMOBILE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7927423887,STREET,HS351791,2010-06-09T23:15:00,41.9894545356,10,41,06,7548135,059XX N NAPER AVE,$300 AND UNDER
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/103/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0930,-87.7927423887,BAR OR TAVERN,HS351839,2010-06-09T23:15:00,41.9894545356,10,41,07,7548208,059XX N NAPER AVE,THEFT/RECOVERY: AUTOMOBILE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1622,/api/1.0-beta1/communityarea/10/,False,1310,-87.779830965,COMMERCIAL / BUSINESS OFFICE,HS352257,2010-06-09T20:00:00,41.9890664481,10,45,14,7552019,059XX N MILWAUKEE AVE,TO PROPERTY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1150,-87.7847277533,RESIDENCE,HS352414,2010-06-09T19:50:00,41.9915322916,10,45,11,7548998,062XX W HOLBROOK ST,CREDIT CARD FRAUD
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0890,-87.798361252,RESIDENCE,HS360663,2010-06-09T16:00:00,41.9997606242,10,41,06,7563728,064XX N NEW ENGLAND AVE,FROM BUILDING
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1622,/api/1.0-beta1/communityarea/10/,False,1152,-87.7842002066,RESIDENCE,HS361034,2010-06-09T12:00:00,41.9852894575,10,45,11,7557101,057XX N MERRIMAC AVE,ILLEGAL USE CASH CARD
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1130,-87.7965205224,RESIDENCE,HS350464,2010-06-09T09:45:00,41.974952682,10,41,11,7547166,051XX N OAK PARK AVE,FRAUD OR CONFIDENCE GAME
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.7828970678,RESIDENTIAL YARD (FRONT/BACK),HS349857,2010-06-08T19:15:00,41.9905383607,10,45,14,7546247,060XX N MELVINA AVE,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0810,-87.8163381655,DRIVEWAY - RESIDENTIAL,HS350362,2010-06-08T18:00:00,41.995490698,10,41,06,7547164,075XX W PALATINE AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8012605312,STREET,HS349132,2010-06-08T12:30:00,41.9820630322,10,41,06,7545741,069XX W GREGORY ST,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/85/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0841,-87.8137245701,RESIDENCE,HS358744,2010-06-08T12:00:00,41.9966040187,10,41,06,7554818,063XX N OLCOTT AVE,FINANCIAL ID THEFT:$300 &UNDER
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/64/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0545,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS348801,2010-06-08T11:25:00,41.982986164,10,41,08A,7545277,065XX W BRYN MAWR AVE,PRO EMP HANDS NO/MIN INJURY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.8200895673,RESIDENTIAL YARD (FRONT/BACK),HS352699,2010-06-08T07:30:00,41.9759111753,10,41,14,7574165,077XX W BERWYN AVE,TO PROPERTY
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2010,1622,/api/1.0-beta1/communityarea/10/,False,1811,-87.7814796109,STREET,HS348339,2010-06-08T01:13:00,41.9851474339,10,45,18,7544397,057XX N MOODY AVE,POSS: CANNABIS 30GMS OR LESS
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8019882353,STREET,HS348077,2010-06-07T20:30:00,41.9799149461,10,41,06,7544173,069XX W HIGGINS AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2010,1622,/api/1.0-beta1/communityarea/10/,True,2826,-87.7801631839,RESIDENCE,HS348034,2010-06-07T20:00:00,41.9872321794,10,45,26,7544712,058XX N MOODY AVE,HARASSMENT BY ELECTRONIC MEANS
P,None,THEFT,/api/1.0-beta1/crimeclassification/84/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0840,-87.781073752,RESIDENCE,HS347287,2010-06-07T13:45:00,41.9904006262,10,45,06,7544007,060XX N MILWAUKEE AVE,FINANCIAL ID THEFT: OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.7918032379,RESIDENCE,HS346714,2010-06-07T04:00:00,41.977438732,10,41,14,7542868,065XX W HIGGINS AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7964788228,STREET,HS346676,2010-06-06T22:30:00,41.9772905512,10,41,14,7542867,067XX W BERWYN AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8026666754,STREET,HS346418,2010-06-06T21:20:00,41.9690757188,10,41,14,7542412,048XX N NORDICA AVE,TO VEHICLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2826,-87.8211856392,RESIDENCE,HS524821,2010-06-06T21:03:00,41.9749748068,10,41,26,7717203,077XX W FARRAGUT AVE,HARASSMENT BY ELECTRONIC MEANS
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.8069924355,CTA TRAIN,HS347096,2010-06-06T16:00:00,41.9823089917,10,41,06,7543348,072XX W KENNEDY EXPY IB,$300 AND UNDER
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/115/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1120,-87.8005372015,BANK,HS496800,2010-06-06T12:00:00,41.9933849972,10,41,10,7692181,061XX N NORTHWEST HWY,FORGERY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8075741248,SIDEWALK,HS345661,2010-06-06T11:25:00,41.9746388565,10,41,06,7541784,072XX W FOSTER AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8063606493,OTHER,HS345118,2010-06-06T01:30:00,41.9808708743,10,41,08B,7542820,071XX W HIGGINS AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,True,1310,-87.8030976559,RESIDENCE,HS344476,2010-06-05T16:00:00,41.9756363695,10,41,14,7541003,070XX W FOSTER AVE,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0890,-87.7799363076,MEDICAL/DENTAL OFFICE,HS344092,2010-06-05T11:35:00,41.9887952802,10,45,06,7540709,059XX N MILWAUKEE AVE,FROM BUILDING
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/353/,2010,1613,/api/1.0-beta1/communityarea/10/,False,5001,-87.800127767,STREET,HS344427,2010-06-05T09:30:00,41.9807350699,10,41,26,7540830,054XX N NEWLAND AVE,OTHER CRIME INVOLVING PROPERTY
V,None,CRIM SEXUAL ASSAULT,/api/1.0-beta1/crimeclassification/16/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0281,-87.7824904421,HOTEL/MOTEL,HS343782,2010-06-05T04:00:00,41.9924765588,10,45,02,7550769,061XX N ELSTON AVE,NON-AGGRAVATED
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7943184029,RESIDENCE,HS343593,2010-06-05T02:08:00,42.0001560854,10,41,08B,7541701,066XX W HAYES AVE,DOMESTIC BATTERY SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/143/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1305,-87.7888444689,RESIDENCE-GARAGE,HS343749,2010-06-04T22:30:00,41.9806848527,10,41,14,7540602,054XX N NATCHEZ AVE,CRIMINAL DEFACEMENT
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.791619038,STREET,HS343394,2010-06-04T22:26:00,41.994397031,10,41,14,7539954,062XX N NATOMA AVE,TO PROPERTY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.791836907,RESIDENTIAL YARD (FRONT/BACK),HS343277,2010-06-04T21:00:00,41.9912614399,10,41,08B,7539889,060XX N NEWBURG AVE,SIMPLE
