category,neighborhood,primary_type,classification,year,beat,community_area,domestic,iucr,longitude,location_description,case_number,crime_date,latitude,community_number,ward,fbi_code,id,block,description
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2008,1614,/api/1.0-beta1/communityarea/10/,False,0910,-87.8363247118,STREET,HP556037,2008-09-05T23:00:00,41.9765726142,10,41,07,6479158,083XX W SUMMERDALE AVE,AUTOMOBILE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/148/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1340,-87.8145545513,PARK PROPERTY,HP555590,2008-09-05T22:14:00,41.9786579458,10,41,14,6479118,054XX N OLCOTT AVE,TO STATE SUP PROP
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7998338918,STREET,HP556409,2008-09-05T22:00:00,41.9806925415,10,41,14,6479643,054XX N NEWLAND AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8126214745,STREET,HP558706,2008-09-05T21:00:00,41.980740279,10,41,14,6481318,055XX N OSCEOLA AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.7821518058,RESIDENCE,HP557012,2008-09-05T21:00:00,41.9954853182,10,45,14,6495831,063XX N INDIAN RD,TO PROPERTY
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1780,-87.8137686341,RESIDENCE,HP554784,2008-09-05T15:00:00,41.981686739,10,41,26,6488222,074XX W GREGORY ST,OTHER OFFENSE
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2008,1612,/api/1.0-beta1/communityarea/10/,False,1811,-87.7915171624,"SCHOOL, PUBLIC, GROUNDS",HP554686,2008-09-05T14:27:00,41.982986164,10,41,18,6479415,065XX W BRYN MAWR AVE,POSS: CANNABIS 30GMS OR LESS
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2008,1612,/api/1.0-beta1/communityarea/10/,False,1811,-87.7915171624,"SCHOOL, PUBLIC, GROUNDS",HP554715,2008-09-05T14:20:00,41.982986164,10,41,18,6478178,065XX W BRYN MAWR AVE,POSS: CANNABIS 30GMS OR LESS
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1150,-87.8155214073,RESIDENCE,HP554296,2008-09-05T10:00:00,41.976436759,10,41,11,6482918,053XX N OLEANDER AVE,CREDIT CARD FRAUD
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2008,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.7879245795,STREET,HP554229,2008-09-05T09:45:00,41.9764242236,10,41,08B,6479182,064XX W HIGGINS AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.7888199621,RESIDENTIAL YARD (FRONT/BACK),HP554552,2008-09-05T09:00:00,41.9818345579,10,41,06,6485457,055XX N NATCHEZ AVE,FROM BUILDING
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2008,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7838668517,RESIDENCE,HP553945,2008-09-05T00:15:00,41.9919754785,10,45,08B,6485148,062XX W HOLBROOK ST,DOMESTIC BATTERY SIMPLE
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2008,1612,/api/1.0-beta1/communityarea/10/,False,0910,-87.794605799,STREET,HP553685,2008-09-04T21:07:00,41.9865818843,10,41,07,6477405,067XX W ARDMORE AVE,AUTOMOBILE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2008,1611,/api/1.0-beta1/communityarea/10/,True,2825,-87.7982861293,RESIDENCE,HP553548,2008-09-04T18:00:00,41.9968706353,10,41,26,6476126,068XX W DEVON AVE,HARASSMENT BY TELEPHONE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.788964539,STREET,HP554948,2008-09-04T17:00:00,41.9743600277,10,41,14,6479040,051XX N NATCHEZ AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7878021989,OTHER,HP555105,2008-09-04T15:00:00,41.9873153866,10,41,14,6479677,058XX N NAGLE AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8018416589,STREET,HP552544,2008-09-03T22:00:00,41.9754274902,10,41,06,6477123,069XX W FOSTER AVE,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7936770061,VEHICLE NON-COMMERCIAL,HP551710,2008-09-03T19:52:00,41.9820139126,10,41,14,6474402,055XX N NORMANDY AVE,TO VEHICLE
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/243/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1812,-87.7903933546,STREET,HP551667,2008-09-03T19:06:00,41.9784611499,10,41,18,6474480,053XX N NEENAH AVE,POSS: CANNABIS MORE THAN 30GMS
V,None,ASSAULT,/api/1.0-beta1/crimeclassification/62/,2008,1613,/api/1.0-beta1/communityarea/10/,True,0520,-87.7903933546,RESIDENCE,HP551654,2008-09-03T19:00:00,41.9784611499,10,41,04A,6473923,053XX N NEENAH AVE,AGGRAVATED:KNIFE/CUTTING INSTR
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7964644348,STREET,HP551757,2008-09-03T17:00:00,41.981192744,10,41,14,6474141,067XX W TALCOTT AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7910100496,DRIVEWAY - RESIDENTIAL,HP552478,2008-09-03T17:00:00,41.9998331533,10,41,14,6474740,065XX N NASHVILLE AVE,TO VEHICLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/114/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1110,-87.7921556172,RESIDENCE,HP567775,2008-09-03T13:00:00,42.0005355853,10,41,11,6492928,065XX N NATOMA AVE,BOGUS CHECK
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2008,1612,/api/1.0-beta1/communityarea/10/,True,1310,-87.8048287643,RESIDENCE,HP550651,2008-09-03T10:05:00,41.992216597,10,41,14,6474029,071XX W HOOD AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1612,/api/1.0-beta1/communityarea/10/,False,1320,-87.8205918264,STREET,HP550277,2008-09-03T02:50:00,41.9884846232,10,41,14,6472383,059XX N OZARK AVE,TO VEHICLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2008,1613,/api/1.0-beta1/communityarea/10/,False,2826,-87.8223815285,RESIDENCE,HP550269,2008-09-03T02:20:00,41.9785695593,10,41,26,6471093,078XX W RASCHER AVE,HARASSMENT BY ELECTRONIC MEANS
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/143/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1305,-87.7885772432,RESIDENCE-GARAGE,HP550649,2008-09-03T01:30:00,41.9952058958,10,41,14,6473893,062XX N NAPER AVE,CRIMINAL DEFACEMENT
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.7879810366,RESIDENCE,HP550500,2008-09-03T00:00:00,41.9779969218,10,41,08A,6471804,053XX N NAGLE AVE,SIMPLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.7879810366,RESIDENCE,HP550513,2008-09-03T00:00:00,41.9779969218,10,41,08A,6471957,053XX N NAGLE AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8069726463,STREET,HP551578,2008-09-03T00:00:00,41.969973689,10,41,06,6473537,048XX N HARLEM AVE,$300 AND UNDER
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1612,/api/1.0-beta1/communityarea/10/,False,1320,-87.8098065818,STREET,HP550397,2008-09-02T22:00:00,41.994368905,10,41,14,6471401,072XX W CLARENCE AVE,TO VEHICLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.7879810366,RESIDENCE,HP549961,2008-09-02T21:00:00,41.9779969218,10,41,08A,6471859,053XX N NAGLE AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8113517454,PARKING LOT/GARAGE(NON.RESID.),HP550703,2008-09-02T20:00:00,41.9745408379,10,41,06,6472534,073XX W FOSTER AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2008,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7902685295,NURSING HOME/RETIREMENT HOME,HP549680,2008-09-02T18:05:00,41.9875246629,10,41,08B,6471786,058XX N NORTHWEST HWY,DOMESTIC BATTERY SIMPLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1150,-87.7874460111,RESIDENCE,HP561204,2008-09-02T14:00:00,41.9906890598,10,45,11,6485149,060XX N NAGLE AVE,CREDIT CARD FRAUD
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7860757399,APARTMENT,HP551553,2008-09-02T12:00:00,41.9956330692,10,45,06,6484373,063XX N MILWAUKEE AVE,OVER $300
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2008,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.8183629151,RESIDENCE,HP549605,2008-09-01T22:00:00,41.9724896473,10,41,08B,6470796,050XX N OTTAWA AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8212983638,STREET,HP548327,2008-09-01T19:30:00,41.9797255327,10,41,06,6469596,077XX W CATALPA AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.7864435513,STREET,HP547621,2008-09-01T18:45:00,41.9956403104,10,45,08B,6469107,063XX N MILWAUKEE AVE,SIMPLE
-,None,OFFENSES INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/230/,2008,1612,/api/1.0-beta1/communityarea/10/,False,1725,-87.8172619625,RESIDENCE,HP555418,2008-09-01T17:30:00,41.9940706155,10,41,26,6479057,076XX W CLARENCE AVE,CONTRIBUTE CRIM DELINQUENCY JUVENILE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2008,1612,/api/1.0-beta1/communityarea/10/,True,0486,-87.8102330022,RESIDENCE,HP547333,2008-09-01T15:55:00,41.9894642194,10,41,08B,6469090,059XX N ODELL AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7835024922,RESTAURANT,HP547866,2008-09-01T14:45:00,41.9928518775,10,45,06,6469136,061XX N MILWAUKEE AVE,$300 AND UNDER
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2008,1611,/api/1.0-beta1/communityarea/10/,True,2820,-87.7949499258,RESIDENCE,HP547106,2008-09-01T12:00:00,41.9950685645,10,41,26,6468437,062XX N OAK PARK AVE,TELEPHONE THREAT
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0560,-87.7802039189,RESIDENCE-GARAGE,HP546761,2008-09-01T09:30:00,41.9931488695,10,45,08A,6467939,061XX N MEADE AVE,SIMPLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0560,-87.7802039189,RESIDENCE-GARAGE,HP546875,2008-09-01T09:00:00,41.9931488695,10,45,08A,6468065,061XX N MEADE AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.8005527873,RESIDENCE,HP625895,2008-09-01T08:00:00,41.9963680128,10,41,06,6551717,063XX N SAYRE AVE,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7921556172,STREET,HP546768,2008-08-31T23:30:00,42.0005355853,10,41,14,6467877,065XX N NATOMA AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2008,1622,/api/1.0-beta1/communityarea/10/,False,0460,-87.7781547118,STREET,HP546365,2008-08-31T23:00:00,41.9830156225,10,45,08B,6469674,060XX W BRYN MAWR AVE,SIMPLE
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/264/,2008,1613,/api/1.0-beta1/communityarea/10/,False,2024,-87.7949154848,SIDEWALK,HP546134,2008-08-31T21:15:00,41.9786388676,10,41,18,6471776,066XX W HIGGINS AVE,POSS: HEROIN(WHITE)
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0860,-87.7876396521,GROCERY FOOD STORE,HP545633,2008-08-31T15:30:00,41.9960109808,10,41,06,6468905,063XX N NAGLE AVE,RETAIL THEFT
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1130,-87.7887030369,RESIDENCE,HP550390,2008-08-31T10:00:00,41.9895122803,10,41,11,6471836,059XX N NEWBURG AVE,FRAUD OR CONFIDENCE GAME
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2008,1612,/api/1.0-beta1/communityarea/10/,False,0910,-87.8077613674,RESIDENCE-GARAGE,HP545408,2008-08-31T02:00:00,41.9943540711,10,41,07,6466584,072XX W CLARENCE AVE,AUTOMOBILE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.82278652,STREET,HP544678,2008-08-31T00:50:00,41.9812771485,10,41,14,6466520,078XX W BRYN MAWR AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8044084569,RESIDENTIAL YARD (FRONT/BACK),HP544229,2008-08-30T18:15:00,41.9772230795,10,41,06,6465488,070XX W BERWYN AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7868744261,RESIDENTIAL YARD (FRONT/BACK),HP546842,2008-08-30T15:00:00,41.9904256413,10,45,06,6467938,063XX W HOLBROOK ST,$300 AND UNDER
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.8311803911,RESIDENCE,HP545558,2008-08-30T12:00:00,41.9774201418,10,None,14,6466672,081XX W CATHERINE AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.7842399843,RESIDENTIAL YARD (FRONT/BACK),HP543885,2008-08-30T11:00:00,41.9960688628,10,45,14,6465426,063XX N MERRIMAC AVE,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7893149893,STREET,HP543703,2008-08-30T05:30:00,41.9716394346,10,41,06,6465252,049XX N NATCHEZ AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7893603653,STREET,HP548354,2008-08-29T16:00:00,41.9693317697,10,41,06,6469195,048XX N NATCHEZ AVE,$300 AND UNDER
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2008,1612,/api/1.0-beta1/communityarea/10/,False,2825,-87.813284686,MEDICAL/DENTAL OFFICE,HP541255,2008-08-29T08:00:00,41.9887289176,10,41,26,6464783,074XX W TALCOTT AVE,HARASSMENT BY TELEPHONE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1612,/api/1.0-beta1/communityarea/10/,False,0810,-87.8127989845,HOSPITAL BUILDING/GROUNDS,HP548978,2008-08-29T07:00:00,41.9887486699,10,41,06,6471674,074XX W TALCOTT AVE,OVER $300
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2008,1612,/api/1.0-beta1/communityarea/10/,False,0610,-87.8014010697,COMMERCIAL / BUSINESS OFFICE,HP541193,2008-08-28T19:00:00,41.9921321601,10,41,05,6464533,060XX N NIAGARA AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8070104939,RESIDENCE PORCH/HALLWAY,HP612233,2008-08-28T09:40:00,41.9685029656,10,41,06,6539932,048XX N HARLEM AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1622,/api/1.0-beta1/communityarea/10/,False,0810,-87.7790867335,"SCHOOL, PUBLIC, GROUNDS",HP539867,2008-08-28T06:00:00,41.9836924557,10,45,06,6463084,056XX N MC VICKER AVE,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.789469161,RESTAURANT,HP538972,2008-08-28T01:05:00,41.9988983251,10,41,14,6462175,064XX N MILWAUKEE AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1622,/api/1.0-beta1/communityarea/10/,False,1320,-87.7793796328,STREET,HP539186,2008-08-27T21:00:00,41.9838475448,10,45,14,6459754,056XX N MC VICKER AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2008,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7851661172,APARTMENT,HP538545,2008-08-27T20:04:00,41.9957467296,10,45,08B,6460034,063XX N MOBILE AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2008,1612,/api/1.0-beta1/communityarea/10/,False,0810,-87.7927792001,PARK PROPERTY,HP539342,2008-08-27T14:30:00,41.9877121414,10,41,06,6463090,058XX N AVONDALE AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2008,1612,/api/1.0-beta1/communityarea/10/,False,2826,-87.8202385633,RESIDENCE,HP539335,2008-08-27T10:30:00,41.9939988883,10,41,26,6459952,077XX W CLARENCE AVE,HARASSMENT BY ELECTRONIC MEANS
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8018552391,STREET,HP541422,2008-08-27T10:15:00,41.9720247349,10,41,06,6462704,069XX W ARGYLE ST,$300 AND UNDER
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1150,-87.8087101052,RESIDENCE,HP541542,2008-08-27T09:00:00,41.9814057782,10,41,11,6463172,072XX W HIGGINS AVE,CREDIT CARD FRAUD
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.8068104123,CTA GARAGE / OTHER PROPERTY,HP537996,2008-08-27T07:30:00,41.9811885215,10,41,06,6459028,055XX N HARLEM AVE,FROM BUILDING
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1612,/api/1.0-beta1/communityarea/10/,False,1320,-87.7946163024,SIDEWALK,HP534875,2008-08-25T20:03:00,41.9848997377,10,41,14,6454853,066XX W HURLBUT ST,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.7940661919,RESIDENCE,HP535638,2008-08-25T20:00:00,41.9781711105,10,41,06,6455924,066XX W HIGGINS AVE,FROM BUILDING
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/152/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1365,-87.795318839,RESIDENCE-GARAGE,HP534575,2008-08-25T18:06:00,41.9744119362,10,41,26,6455189,051XX N RUTHERFORD AVE,TO RESIDENCE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.8001865158,RESIDENCE-GARAGE,HP537994,2008-08-25T08:00:00,41.9728100738,10,41,06,6459013,050XX N NEWLAND AVE,FROM BUILDING
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/143/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1305,-87.7840545792,RESIDENCE-GARAGE,HP535007,2008-08-24T22:00:00,41.9941003864,10,45,14,6454527,062XX W HUNTINGTON ST,CRIMINAL DEFACEMENT
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8022922047,STREET,HP534673,2008-08-24T21:30:00,41.9756436234,10,41,14,6454381,069XX W FOSTER AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7977823196,STREET,HP536629,2008-08-24T12:00:00,41.9792944214,10,41,06,6457759,054XX N NEWCASTLE AVE,$300 AND UNDER
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/146/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1330,-87.785582793,RESIDENCE,HP532703,2008-08-24T02:00:00,41.9922004708,10,45,26,6453049,063XX W HYACINTH ST,TO LAND
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.806852536,STREET,HP532373,2008-08-24T00:00:00,41.9783072988,10,41,14,6452252,053XX N HARLEM AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7920603804,STREET,HP532209,2008-08-23T21:00:00,41.9935401789,10,41,14,6452014,061XX N NEOLA AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2008,1622,/api/1.0-beta1/communityarea/10/,False,1310,-87.783097268,COMMERCIAL / BUSINESS OFFICE,HP537535,2008-08-23T16:00:00,41.9835223985,10,45,14,6458873,056XX N NORTHWEST HWY,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8072174634,PARKING LOT/GARAGE(NON.RESID.),HP530622,2008-08-23T13:30:00,41.9746317342,10,41,14,6451071,052XX N HARLEM AVE,TO VEHICLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2008,1612,/api/1.0-beta1/communityarea/10/,False,0560,-87.8209330401,SIDEWALK,HP530423,2008-08-23T12:15:00,41.9885931706,10,41,08A,6451027,077XX W PETERSON AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.8056668241,BAR OR TAVERN,HP534376,2008-08-23T03:20:00,41.9807140118,10,41,06,6454318,071XX W HIGGINS AVE,FROM BUILDING
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.8069789213,RESIDENCE PORCH/HALLWAY,HP590346,2008-08-22T19:00:00,41.9696581336,10,41,06,6516508,048XX N HARLEM AVE,FROM BUILDING
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2008,1622,/api/1.0-beta1/communityarea/10/,True,2820,-87.7805556066,RESIDENCE,HP529536,2008-08-22T16:00:00,41.9856643867,10,45,26,6455761,057XX N MEADE AVE,TELEPHONE THREAT
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7885851807,STREET,HP528362,2008-08-22T13:35:00,41.9947064895,10,41,14,6449703,062XX N NAPER AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2008,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7959861248,STREET,HP528582,2008-08-22T09:30:00,41.9952106294,10,41,14,6449762,067XX W PALATINE AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8056668241,BAR OR TAVERN,HP527591,2008-08-22T02:48:00,41.9807140118,10,41,08B,6446955,071XX W HIGGINS AVE,SIMPLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2008,1611,/api/1.0-beta1/communityarea/10/,False,2820,-87.7869006247,RESIDENCE,HP527052,2008-08-21T20:00:00,41.9946737854,10,45,26,6446815,063XX W HERMIONE ST,TELEPHONE THREAT
P,None,THEFT,/api/1.0-beta1/crimeclassification/91/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0870,-87.7876396521,SMALL RETAIL STORE,HP526648,2008-08-21T15:45:00,41.9960109808,10,41,06,6447438,063XX N NAGLE AVE,POCKET-PICKING
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2008,1611,/api/1.0-beta1/communityarea/10/,False,0620,-87.7824904421,HOTEL/MOTEL,HP525628,2008-08-20T21:00:00,41.9924765588,10,45,05,6445042,061XX N ELSTON AVE,UNLAWFUL ENTRY
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/146/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1330,-87.8049499563,RESIDENCE-GARAGE,HP528113,2008-08-20T13:30:00,41.9762266817,10,41,26,6458456,071XX W FARRAGUT AVE,TO LAND
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2008,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.8113517454,GROCERY FOOD STORE,HP524040,2008-08-20T11:05:00,41.9745408379,10,41,06,6444507,073XX W FOSTER AVE,RETAIL THEFT
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/146/,2008,1613,/api/1.0-beta1/communityarea/10/,False,1330,-87.8049499563,RESIDENCE-GARAGE,HP527985,2008-08-20T09:30:00,41.9762266817,10,41,26,6458427,071XX W FARRAGUT AVE,TO LAND
